,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,multi,Nation
1144,5,25,-3,0,20174205,하트스톤,2019-04-25,2113100,5.3,-3636200,-63.2,29402530,280,-316,-53.0,3316,27,35,2019-04-29,Y,F
1145,6,26,-2,0,20180802,러브리스,2019-04-18,1841200,4.6,-1194100,-39.3,63383336,265,-92,-25.8,7740,21,23,2019-04-29,Y,F
1146,7,27,8,0,20184574,그린 북,2019-01-09,1950500,4.9,996500,104.5,3623987060,252,134,113.6,431187,9,10,2019-04-29,Y,F
1147,8,28,2,0,20183773,장난스런 키스,2019-03-27,1628550,4.1,-152600,-8.6,3471906110,208,-9,-4.1,424904,15,21,2019-04-29,Y,F
1148,9,29,3,0,19608010,에스더의 왕, ,374000,0.9,4000,1.1,5116000,187,2,1.1,2572,1,4,2019-04-29,Y,F
1149,10,30,0,1,20132518,깁슨 가족 연대기, ,354000,0.9,354000,100.0,3178000,177,177,100.0,1589,1,5,2019-04-29,Y,F
1150,2,31,11,0,20183382,예수보다 낯선,2019-04-04,796000,13.6,794000,39700.0,5941080,125,124,12400.0,794,1,1,2019-04-29,Y,K
1151,10,32,0,1,20196601,항거:유관순 이야기,2019-02-27,465000,0.2,465000,100.0,9273802101,93,93,100.0,1154905,1,1,2019-04-29,N,K
1152,3,33,-1,0,20197092,로망,2019-04-03,452730,7.7,120080,36.1,568905450,80,31,63.3,75871,6,8,2019-04-29,Y,K
1153,4,34,7,0,20185350,칠곡 가시나들,2019-02-27,250000,4.3,248000,12400.0,337673400,50,48,2400.0,41451,1,1,2019-04-29,Y,K
1154,5,35,2,0,20188117,강변호텔,2019-03-27,215000,3.7,162000,305.7,51916536,29,21,262.5,6606,7,9,2019-04-29,Y,K
1155,6,36,-1,0,20189803,막다른 골목의 추억,2019-04-04,157000,2.7,48000,44.0,26513740,21,6,40.0,3217,5,5,2019-04-29,Y,K
1156,7,37,-3,0,20183345,한강에게,2019-04-04,110000,1.9,-30000,-21.4,17797960,18,-4,-18.2,2516,8,8,2019-04-29,Y,K
1157,8,38,5,0,20186652,오늘도 평화로운,2019-04-04,57000,1.0,50000,714.3,17498560,8,7,700.0,2104,4,5,2019-04-29,Y,K
1158,9,39,0,1,20176006,국경의 왕,2019-02-28,47000,0.8,47000,100.0,12428900,6,6,100.0,1822,1,1,2019-04-29,Y,K
1159,10,40,-2,0,20182325,타인은 지옥이다,2019-04-11,9000,0.2,-14000,-60.9,420000,2,-2,-50.0,97,1,2,2019-04-29,Y,K
1160,1,1,0,0,20184889,어벤져스: 엔드게임,2019-04-24,4742333860,98.0,642798640,15.7,63198244530,551321,79532,16.9,7331246,2802,12584,2019-04-30,N,F
1161,1,2,0,0,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,76622990,33.4,6230060,8.9,2291257100,10717,1070,11.1,295380,476,837,2019-04-30,N,K
1162,2,3,0,0,20183096,생일,2019-04-03,66250450,28.9,20449460,44.6,9784938530,8977,2967,49.4,1183375,403,649,2019-04-30,N,K
1163,3,4,0,1,20184082,걸캅스,2019-05-09,33143000,14.4,33143000,100.0,34872000,3679,3679,100.0,3926,10,17,2019-04-30,N,K
1164,2,5,0,0,19990220,노팅 힐 ,1999-07-03,20040500,0.4,5028300,33.5,451112982,2652,676,34.2,54586,140,203,2019-04-30,N,F
1165,4,6,1,0,20180825,미성년,2019-04-11,19789580,8.6,8481770,75.0,2413485660,2536,1054,71.1,283323,133,164,2019-04-30,N,K
1166,3,7,1,0,20181877,캡틴 마블,2019-03-06,18542320,0.4,7507500,68.0,51373153743,2396,977,68.9,5787033,64,91,2019-04-30,N,F
1167,5,8,-1,0,20198982,크게 될 놈,2019-04-18,10572890,4.6,-1017130,-8.8,727808330,1522,-107,-6.6,93471,110,145,2019-04-30,N,K
1168,4,9,1,0,20183454,요로나의 저주,2019-04-17,10221650,0.2,1844840,22.0,1759526261,1353,301,28.6,199532,123,151,2019-04-30,N,F
1169,1,10,1,0,20169323,안도 타다오,2019-04-25,10221530,29.0,2849230,38.6,84361260,1334,404,43.4,10088,43,64,2019-04-30,Y,F
1170,5,11,-2,0,20197147,어글리 돌,2019-05-01,7863000,0.2,-6107000,-43.7,24929000,1007,-655,-39.4,2996,11,11,2019-04-30,N,F
1171,6,12,3,0,20198104,바이스,2019-04-11,6383100,0.1,2643100,70.7,1127639784,788,293,59.2,132981,38,58,2019-04-30,N,F
1172,6,13,1,0,20188393,"다시, 봄",2019-04-17,6630000,2.9,1334000,25.2,223420200,785,132,20.2,27558,19,20,2019-04-30,N,K
1173,7,14,-1,0,20185784,나의 특별한 형제,2019-05-01,5686500,2.5,507500,9.8,246568500,728,-99,-12.0,36343,5,5,2019-04-30,N,K
1174,7,15,11,0,20184139,인퀴지터: 엘도라도의 저주,2018-12-04,2827750,0.1,2049850,263.5,14400300,577,418,262.9,2676,3,3,2019-04-30,N,F
1175,8,16,3,0,20183814,레티나,2019-04-24,2657250,0.1,555450,26.4,26558150,557,185,49.7,5121,4,4,2019-04-30,N,F
1176,9,17,4,0,20182053,안티 큐어,2019-04-24,2264600,0.0,936600,70.5,23249950,548,274,100.0,4600,3,3,2019-04-30,N,F
1177,2,18,6,0,20183773,장난스런 키스,2019-03-27,3290850,9.3,1662300,102.1,3475196960,456,248,119.2,425360,18,26,2019-04-30,Y,F
1178,3,19,2,0,20174205,하트스톤,2019-04-25,3486350,9.9,1373250,65.0,32888880,445,165,58.9,3761,31,39,2019-04-30,Y,F
1179,4,20,-1,0,20183821,무곡,2018-04-19,2288000,6.5,-926850,-28.8,28751350,440,-129,-22.7,5588,3,3,2019-04-30,Y,F
1180,10,21,5,0,20198844,아이 엠 마더,2019-04-11,3000600,0.1,1589600,112.7,765940400,429,238,124.6,93152,48,54,2019-04-30,N,F
1181,8,22,5,0,20182501,왓칭,2019-04-17,2394000,1.0,2044000,584.0,459813262,382,335,712.8,54878,29,30,2019-04-30,N,K
1182,9,23,7,0,20198043,아픈 만큼 사랑한다,2019-04-03,1008500,0.4,963500,2141.1,91312800,338,333,6660.0,12434,6,11,2019-04-30,N,K
1183,10,24,-1,0,20188083,뷰티플 마인드,2019-04-18,2178100,0.9,253300,13.2,63299500,309,-5,-1.6,8188,30,33,2019-04-30,N,K
1184,5,25,0,1,19588006,현기증, ,604000,1.7,604000,100.0,66446642,302,302,100.0,11092,1,4,2019-04-30,Y,F
1185,6,26,5,0,20196743,더 캡틴,2019-04-25,1979800,5.6,686250,53.1,14584550,296,120,68.2,1916,22,31,2019-04-30,Y,F
1186,7,27,-1,0,20180802,러브리스,2019-04-18,2040030,5.8,198830,10.8,65423366,280,15,5.7,8020,24,28,2019-04-30,Y,F
1187,1,28,0,1,20100962,"울지마, 톤즈",2010-09-09,1998000,26.0,1998000,100.0,2531953500,222,222,100.0,444579,1,1,2019-04-30,Y,K
1188,2,29,11,0,20197483,1919 유관순,2019-03-14,1672000,21.7,1668000,41700.0,473246410,209,208,20800.0,57070,1,2,2019-04-30,Y,K
1189,8,30,-1,0,20184574,그린 북,2019-01-09,1413900,4.0,-536600,-27.5,3625400960,196,-56,-22.2,431383,7,7,2019-04-30,Y,F
1190,9,31,6,0,20175228,스탈린이 죽었다!,2019-04-18,1324300,3.8,431670,48.4,36623420,186,62,50.0,4544,15,15,2019-04-30,Y,F
1191,10,32,2,0,20198908,베카신!,2019-04-25,1128510,3.2,123850,12.3,9441700,175,25,16.7,1278,15,22,2019-04-30,Y,F
1192,3,33,-2,0,20198597,교회오빠,2019-05-16,1000000,13.0,-2726000,-73.2,18906000,166,-248,-59.9,2354,1,1,2019-04-30,Y,K
1193,4,34,0,0,20185350,칠곡 가시나들,2019-02-27,614000,8.0,364000,145.6,338287400,121,71,142.0,41572,3,3,2019-04-30,Y,K
1194,5,35,0,1,20186651,뷰티풀 보이스,2019-05-22,936800,12.2,936800,100.0,2004700,113,113,100.0,272,1,1,2019-04-30,Y,K
1195,6,36,-3,0,20197092,로망,2019-04-03,412000,5.4,-40730,-9.0,569317450,59,-21,-26.3,75930,4,6,2019-04-30,Y,K
1196,7,37,-2,0,20188117,강변호텔,2019-03-27,315000,4.1,100000,46.5,52231536,43,14,48.3,6649,11,13,2019-04-30,Y,K
1197,8,38,0,1,20148903,바세코의 아이들,2014-08-14,76000,1.0,76000,100.0,18866500,38,38,100.0,3188,1,5,2019-04-30,Y,K
1198,9,39,-2,0,20183345,한강에게,2019-04-04,290000,3.8,180000,163.6,18087960,35,17,94.4,2551,6,7,2019-04-30,Y,K
1199,10,40,-4,0,20189803,막다른 골목의 추억,2019-04-04,147000,1.9,-10000,-6.4,26660740,29,8,38.1,3246,4,5,2019-04-30,Y,K
1200,1,1,0,0,20184889,어벤져스: 엔드게임,2019-04-24,7425056550,97.7,2682722690,56.6,70623301080,911374,360053,65.3,8242620,2508,11104,2019-05-01,N,F
1201,1,2,6,0,20185784,나의 특별한 형제,2019-05-01,1031612550,56.8,1025926050,18041.4,1278181050,133028,132300,18173.1,169371,734,3019,2019-05-01,N,K
1202,2,3,-1,0,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,730599150,40.2,653976160,853.5,3021856250,102381,91664,855.3,397761,669,1297,2019-05-01,N,K
1203,2,4,3,0,20197147,어글리 돌,2019-05-01,89425540,1.2,81562540,1037.3,114354540,12842,11835,1175.3,15838,353,417,2019-05-01,N,F
1204,3,5,-1,0,20183096,생일,2019-04-03,23233310,1.3,-43017140,-64.9,9808171840,3389,-5588,-62.2,1186764,102,141,2019-05-01,N,K
1205,3,6,0,1,20199736,프렌즈: 둥지탈출,2019-05-01,20691750,0.3,20691750,100.0,22941750,3019,3019,100.0,3269,184,190,2019-05-01,N,F
1206,4,7,-1,0,20181877,캡틴 마블,2019-03-06,19456880,0.3,914560,4.9,51392610623,2537,141,5.9,5789570,48,73,2019-05-01,N,F
1207,1,8,0,0,20169323,안도 타다오,2019-04-25,16788330,34.7,6566800,64.2,101149590,2188,854,64.0,12276,49,69,2019-05-01,Y,F
1208,4,9,0,0,20180825,미성년,2019-04-11,13613330,0.7,-6176250,-31.2,2427098990,1812,-724,-28.5,285135,39,53,2019-05-01,N,K
1209,5,10,-3,0,19990220,노팅 힐 ,1999-07-03,8582300,0.1,-11458200,-57.2,459695282,1105,-1547,-58.3,55691,32,42,2019-05-01,N,F
1210,2,11,0,1,20199189,미스 스티븐스,2019-05-02,5932600,12.3,5932600,100.0,12695400,746,746,100.0,1931,25,27,2019-05-01,Y,F
1211,5,12,1,0,20188393,"다시, 봄",2019-04-17,5803000,0.3,-827000,-12.5,229223200,740,-45,-5.7,28298,20,20,2019-05-01,N,K
1212,6,13,0,0,20198104,바이스,2019-04-11,5333500,0.1,-1049600,-16.4,1132973284,642,-146,-18.5,133623,25,29,2019-05-01,N,F
1213,7,14,9,0,20185406,헬보이,2019-04-10,4584000,0.1,2355650,105.7,2773055321,573,318,124.7,322678,9,9,2019-05-01,N,F
1214,8,15,4,0,20184140,크리미널 체이스,2018-12-04,2775050,0.0,1101150,65.8,70800050,497,114,29.8,12719,3,3,2019-05-01,N,F
1215,3,16,2,0,19588006,현기증, ,910000,1.9,306000,50.7,67356642,455,153,50.7,11547,1,4,2019-05-01,Y,F
1216,9,17,9,0,20190466,세상을 바꾼 변호인 , ,3146500,0.0,1877000,147.9,8654000,439,273,164.5,1107,11,11,2019-05-01,N,F
1217,4,18,-1,0,20174205,하트스톤,2019-04-25,3061950,6.3,-424400,-12.2,35950830,408,-37,-8.3,4169,29,33,2019-05-01,Y,F
1218,6,19,0,1,20190725,물의 기억,2019-05-15,2400000,0.1,2400000,100.0,2400000,400,400,100.0,400,1,1,2019-05-01,N,K
1219,10,20,1,0,20184464,데드 트리거,2018-12-14,2153550,0.0,333750,18.3,79029200,387,-30,-7.2,14051,3,3,2019-05-01,N,F
1220,5,21,2,0,20180802,러브리스,2019-04-18,2938900,6.1,898870,44.1,68362266,382,102,36.4,8402,22,23,2019-05-01,Y,F
1221,7,22,-2,0,20198982,크게 될 놈,2019-04-18,2241560,0.1,-8331330,-78.8,730049890,332,-1190,-78.2,93803,17,26,2019-05-01,N,K
1222,8,23,4,0,20198912,노무현과 바보들,2019-04-18,2127400,0.1,581200,37.6,157773540,321,97,43.3,20383,17,17,2019-05-01,N,K
1223,6,24,0,1,20186069,해피엔드, ,2376500,4.9,2376500,100.0,11227700,306,306,100.0,1403,12,12,2019-05-01,Y,F
1224,9,25,0,1,19908057,파업전야,2019-05-01,1974800,0.1,1974800,100.0,7760300,270,270,100.0,933,21,32,2019-05-01,N,K
1225,7,26,2,0,20175228,스탈린이 죽었다!,2019-04-18,1786000,3.7,461700,34.9,38409420,244,58,31.2,4788,10,12,2019-05-01,Y,F
1226,10,27,-1,0,20198043,아픈 만큼 사랑한다,2019-04-03,838300,0.0,-170200,-16.9,92151100,235,-103,-30.5,12669,6,9,2019-05-01,N,K
1227,8,28,-2,0,20196743,더 캡틴,2019-04-25,1570650,3.2,-409150,-20.7,16155200,228,-68,-23.0,2144,10,14,2019-05-01,Y,F
1228,9,29,4,0,20197088,퍼스트 리폼드,2019-04-11,1476000,3.1,487000,49.2,83168800,223,99,79.8,10609,7,9,2019-05-01,Y,F
1229,10,30,-8,0,20183773,장난스런 키스,2019-03-27,1607730,3.3,-1683120,-51.1,3476804690,207,-249,-54.6,425567,8,11,2019-05-01,Y,F
1230,1,31,1,0,20197483,1919 유관순,2019-03-14,1061000,33.1,-611000,-36.5,474307410,152,-57,-27.3,57222,2,2,2019-05-01,Y,K
1231,2,32,4,0,20197092,로망,2019-04-03,648000,20.2,236000,57.3,569965450,106,47,79.7,76036,2,3,2019-05-01,Y,K
1232,3,33,1,0,20185350,칠곡 가시나들,2019-02-27,660000,20.6,46000,7.5,338947400,81,-40,-33.1,41653,2,2,2019-05-01,Y,K
1233,4,34,3,0,20188117,강변호텔,2019-03-27,280500,8.8,-34500,-11.0,52512036,41,-2,-4.7,6690,6,7,2019-05-01,Y,K
1234,5,35,0,1,20112931,시집가는 날,1957-02-11,56000,1.7,56000,100.0,2502000,28,28,100.0,1816,1,1,2019-05-01,Y,K
1235,6,36,4,0,20189803,막다른 골목의 추억,2019-04-04,155000,4.8,8000,5.4,26815740,27,-2,-6.9,3273,3,4,2019-05-01,Y,K
1236,7,37,2,0,20183345,한강에게,2019-04-04,147000,4.6,-143000,-49.3,18234960,24,-11,-31.4,2575,4,4,2019-05-01,Y,K
1237,8,38,0,1,20183364,내가 사는 세상,2019-03-07,82000,2.6,82000,100.0,10313550,14,14,100.0,1517,3,5,2019-05-01,Y,K
1238,9,39,5,0,20186652,오늘도 평화로운,2019-04-04,61000,1.9,48500,388.0,17572060,11,8,266.7,2118,3,3,2019-05-01,Y,K
1239,10,40,2,0,20183374,파도치는 땅,2019-04-04,30500,1.0,-10500,-25.6,6653300,6,-1,-14.3,876,4,4,2019-05-01,Y,K
1240,1,1,0,0,20184889,어벤져스: 엔드게임,2019-04-24,3212777990,97.1,-4212278560,-56.7,73836079070,376829,-534545,-58.7,8619449,2458,10630,2019-05-02,N,F
1241,1,2,0,0,20185784,나의 특별한 형제,2019-05-01,564590100,81.5,-467022450,-45.3,1842771150,72343,-60685,-45.6,241714,770,3147,2019-05-02,N,K
1242,2,3,0,0,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,71685560,10.3,-658913590,-90.2,3093541810,10470,-91911,-89.8,408231,465,723,2019-05-02,N,K
1243,1,4,0,1,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,30702200,45.4,30702200,100.0,2821348048,3669,3669,100.0,475960,44,92,2019-05-02,Y,F
1244,3,5,0,1,20187981,배심원들,2019-05-15,27071000,3.9,27071000,100.0,30747000,3007,3007,100.0,3473,11,14,2019-05-02,N,K
1245,2,6,0,0,20197147,어글리 돌,2019-05-01,18168000,0.5,-71257540,-79.7,132522540,2868,-9974,-77.7,18706,212,235,2019-05-02,N,F
1246,3,7,0,1,20198598,명탐정 피카츄,2019-05-09,20450000,0.6,20450000,100.0,20450000,2182,2182,100.0,2182,11,11,2019-05-02,N,F
1247,2,8,0,0,20199189,미스 스티븐스,2019-05-02,11334150,16.8,5401550,91.0,24029550,1482,736,98.7,3413,64,109,2019-05-02,Y,F
1248,4,9,0,1,20190923,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019-05-02,11449410,0.3,11449410,100.0,11449410,1455,1455,100.0,1455,34,47,2019-05-02,N,F
1249,5,10,-1,0,20181877,캡틴 마블,2019-03-06,11227370,0.3,-8229510,-42.3,51403837993,1409,-1128,-44.5,5790979,58,90,2019-05-02,N,F
1250,6,11,-3,0,20199736,프렌즈: 둥지탈출,2019-05-01,8331800,0.3,-12359950,-59.7,31273550,1377,-1642,-54.4,4646,85,89,2019-05-02,N,F
1251,4,12,-1,0,20183096,생일,2019-04-03,8650280,1.2,-14583030,-62.8,9816822120,1193,-2196,-64.8,1187957,106,144,2019-05-02,N,K
1252,3,13,-2,0,20169323,안도 타다오,2019-04-25,8718680,12.9,-8069650,-48.1,109868270,1189,-999,-45.7,13465,56,86,2019-05-02,Y,F
1253,4,14,0,1,20199623,고양이 여행 리포트,2019-05-09,6579000,9.7,6579000,100.0,15434000,731,731,100.0,2093,2,2,2019-05-02,Y,F
1254,7,15,-2,0,19990220,노팅 힐 ,1999-07-03,5177800,0.2,-3404500,-39.7,464873082,676,-429,-38.8,56367,39,57,2019-05-02,N,F
1255,5,16,-1,0,20180825,미성년,2019-04-11,4879500,0.7,-8733830,-64.2,2431978490,629,-1183,-65.3,285764,35,49,2019-05-02,N,K
1256,6,17,0,1,20184082,걸캅스,2019-05-09,4784000,0.7,4784000,100.0,39656000,598,598,100.0,4524,1,1,2019-05-02,N,K
1257,1,18,1,0,20197092,로망,2019-04-03,3001300,79.4,2353300,363.2,572966750,546,440,415.1,76582,6,6,2019-05-02,Y,K
1258,7,19,-2,0,20188393,"다시, 봄",2019-04-17,3191500,0.5,-2611500,-45.0,232414700,477,-263,-35.5,28775,18,19,2019-05-02,N,K
1259,8,20,0,1,20185384,호텔 뭄바이,2019-05-08,2844000,0.1,2844000,100.0,9348000,474,474,100.0,1558,3,3,2019-05-02,N,F
1260,8,21,-1,0,20198982,크게 될 놈,2019-04-18,2747050,0.4,505490,22.6,732796940,427,95,28.6,94230,26,31,2019-05-02,N,K
1261,9,22,-2,0,20185406,헬보이,2019-04-10,3227000,0.1,-1357000,-29.6,2776282321,405,-168,-29.3,323083,9,9,2019-05-02,N,F
1262,10,23,3,0,20185961,루킹 글라스,2018-06-23,1871050,0.1,367250,24.4,42414400,337,65,23.9,8179,3,3,2019-05-02,N,F
1263,5,24,0,1,20020255,위대한 독재자,1988-11-19,578000,0.9,578000,100.0,18217000,289,289,100.0,2578,1,4,2019-05-02,Y,F
1264,9,25,-3,0,20190725,물의 기억,2019-05-15,1314000,0.2,-1086000,-45.3,3714000,219,-181,-45.3,619,1,1,2019-05-02,N,K
1265,6,26,10,0,20184574,그린 북,2019-01-09,1414000,2.1,483800,52.0,3627745160,179,63,54.3,431678,3,4,2019-05-02,Y,F
1266,7,27,-3,0,20174205,하트스톤,2019-04-25,1420480,2.1,-1641470,-53.6,37371310,177,-231,-56.6,4346,17,18,2019-05-02,Y,F
1267,10,28,0,1,20199948,어린 누나 3,2019-05-02,948000,0.1,948000,100.0,948000,177,177,100.0,177,20,20,2019-05-02,N,K
1268,8,29,-5,0,19588006,현기증, ,362000,0.5,-548000,-60.2,67718642,176,-279,-61.3,11723,1,4,2019-05-02,Y,F
1269,9,30,1,0,20183773,장난스런 키스,2019-03-27,1188240,1.8,-419490,-26.1,3477992930,158,-49,-23.7,425725,9,15,2019-05-02,Y,F
1270,10,31,-2,0,20196743,더 캡틴,2019-04-25,1043000,1.5,-527650,-33.6,17198200,146,-82,-36.0,2290,10,14,2019-05-02,Y,F
1271,2,32,1,0,20185350,칠곡 가시나들,2019-02-27,350000,9.3,-310000,-47.0,339297400,70,-11,-13.6,41723,1,1,2019-05-02,Y,K
1272,3,33,6,0,20186652,오늘도 평화로운,2019-04-04,211500,5.6,150500,246.7,17783560,28,17,154.5,2146,3,3,2019-05-02,Y,K
1273,4,34,0,0,20188117,강변호텔,2019-03-27,99500,2.6,-181000,-64.5,52611536,14,-27,-65.9,6704,4,6,2019-05-02,Y,K
1274,5,35,1,0,20189803,막다른 골목의 추억,2019-04-04,47500,1.3,-107500,-69.4,26863240,10,-17,-63.0,3283,5,6,2019-05-02,Y,K
1275,6,36,8,0,20174042,히치하이크,2019-03-14,18000,0.5,13000,260.0,9984550,3,2,200.0,1422,1,1,2019-05-02,Y,K
1276,7,37,5,0,20174008,인어전설,2018-11-15,6000,0.2,2000,50.0,8832750,3,1,50.0,1158,1,2,2019-05-02,Y,K
1277,8,38,3,0,20182325,타인은 지옥이다,2019-04-11,4000,0.1,0,0.0,434000,2,0,0.0,104,1,2,2019-05-02,Y,K
1278,9,39,-1,0,20183345,한강에게,2019-04-04,16000,0.4,-131000,-89.1,18250960,2,-22,-91.7,2577,1,1,2019-05-02,Y,K
1279,10,40,3,0,20196653,유정 - 스며들다,2019-04-24,6000,0.2,0,0.0,76000,2,0,0.0,27,2,2,2019-05-02,Y,K
1280,1,1,0,0,20184889,어벤져스: 엔드게임,2019-04-24,5164258910,98.2,1951480920,60.7,79000337980,567072,190243,50.5,9186521,2490,11045,2019-05-03,N,F
1281,1,2,0,0,20185784,나의 특별한 형제,2019-05-01,822685110,84.9,258095010,45.7,2665456260,97693,25350,35.0,339407,784,3129,2019-05-03,N,K
1282,2,3,0,0,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,110370320,11.4,38684760,54.0,3203912130,15978,5508,52.6,424209,513,819,2019-05-03,N,K
1283,2,4,0,0,20197147,어글리 돌,2019-05-01,25595850,0.5,7427850,40.9,158118390,3924,1056,36.8,22630,242,269,2019-05-03,N,F
1284,3,5,3,0,20199736,프렌즈: 둥지탈출,2019-05-01,13705200,0.3,5373400,64.5,44978750,2273,896,65.1,6919,103,106,2019-05-03,N,F
1285,1,6,0,0,20060347,판의 미로 - 오필리아와 세 개의 열쇠,2006-11-30,14800500,26.8,-15901700,-51.8,2836148548,1714,-1955,-53.3,477674,38,91,2019-05-03,Y,F
1286,3,7,1,0,20183096,생일,2019-04-03,12455710,1.3,3805430,44.0,9829277830,1651,458,38.4,1189608,98,135,2019-05-03,N,K
1287,2,8,0,0,20199189,미스 스티븐스,2019-05-02,14245090,25.8,2910940,25.7,38274640,1560,78,5.3,4973,64,111,2019-05-03,Y,F
1288,4,9,1,0,20181877,캡틴 마블,2019-03-06,13609420,0.3,2382050,21.2,51417447413,1544,135,9.6,5792523,58,86,2019-05-03,N,F
1289,3,10,0,0,20169323,안도 타다오,2019-04-25,9644000,17.4,925320,10.6,119512270,1114,-75,-6.3,14579,51,81,2019-05-03,Y,F
1290,5,11,3,0,20185384,호텔 뭄바이,2019-05-08,6462000,0.1,3618000,127.2,15810000,1077,603,127.2,2635,5,5,2019-05-03,N,F
1291,4,12,1,0,20180825,미성년,2019-04-11,6348170,0.7,1468670,30.1,2438326660,764,135,21.5,286528,33,45,2019-05-03,N,K
1292,6,13,1,0,19990220,노팅 힐 ,1999-07-03,6609200,0.1,1431400,27.6,471482282,743,67,9.9,57110,33,49,2019-05-03,N,F
1293,5,14,0,1,20199448,어린 의뢰인,2019-05-22,6318000,0.7,6318000,100.0,49333000,702,702,100.0,5500,3,3,2019-05-03,N,K
1294,7,15,-3,0,20190923,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,2019-05-02,6288010,0.1,-5161400,-45.1,17737420,697,-758,-52.1,2152,30,41,2019-05-03,N,F
1295,8,16,12,0,20196025,덤보,2019-03-27,3107000,0.1,2642000,568.2,2774163512,546,453,487.1,345365,6,6,2019-05-03,N,F
1296,4,17,5,0,20183773,장난스런 키스,2019-03-27,5429070,9.8,4240830,356.9,3483422000,451,293,185.4,426176,11,15,2019-05-03,Y,F
1297,6,18,2,0,20198982,크게 될 놈,2019-04-18,3019800,0.3,272750,9.9,735816740,436,9,2.1,94666,22,28,2019-05-03,N,K
1298,9,19,0,1,20199923,라플라스의 마녀,2019-05-09,4220000,0.1,4220000,100.0,4220000,422,422,100.0,422,2,2,2019-05-03,N,F
1299,10,20,1,0,20184140,크리미널 체이스,2018-12-04,1444000,0.0,-359250,-19.9,74047300,361,36,11.1,13405,2,2,2019-05-03,N,F
1300,5,21,0,1,19420001,카사블랑카,1999-04-03,682000,1.2,682000,100.0,36627500,341,341,100.0,15393,1,5,2019-05-03,Y,F
1301,7,22,8,0,20188083,뷰티플 마인드,2019-04-18,1589000,0.2,1296000,442.3,65733000,278,226,434.6,8604,7,7,2019-05-03,N,K
1302,8,23,-1,0,20188393,"다시, 봄",2019-04-17,1495000,0.2,-1696500,-53.2,233909700,272,-205,-43.0,29047,17,18,2019-05-03,N,K
1303,6,24,18,0,20183821,무곡,2018-04-19,1065000,1.9,985000,1231.3,29976350,225,205,1025.0,5853,3,3,2019-05-03,Y,F
1304,7,25,-1,0,20184574,그린 북,2019-01-09,1906000,3.4,492000,34.8,3629651160,184,5,2.8,431862,3,5,2019-05-03,Y,F
1305,8,26,-3,0,20020255,위대한 독재자,1988-11-19,362000,0.7,-216000,-37.4,18579000,181,-108,-37.4,2759,1,4,2019-05-03,Y,F
1306,9,27,0,0,20190725,물의 기억,2019-05-15,906000,0.1,-408000,-31.1,4620000,151,-68,-31.1,770,1,1,2019-05-03,N,K
1307,9,28,-2,0,20174205,하트스톤,2019-04-25,1119780,2.0,-300700,-21.2,38491090,140,-37,-20.9,4486,17,19,2019-05-03,Y,F
1308,10,29,2,0,20174284,굿바이 마이 러브NK: 붉은 청춘,2019-05-02,1471780,0.2,859280,140.3,8654280,137,50,57.5,1170,14,20,2019-05-03,N,K
1309,10,30,0,0,20196743,더 캡틴,2019-04-25,1091980,2.0,48980,4.7,18290180,130,-16,-11.0,2420,11,14,2019-05-03,Y,F
1310,1,31,0,0,20197092,로망,2019-04-03,125000,35.4,-2876300,-95.8,573091750,25,-521,-95.4,76607,1,1,2019-05-03,Y,K
1311,2,32,2,0,20188117,강변호텔,2019-03-27,47000,13.3,-52500,-52.8,52658536,6,-8,-57.1,6710,1,1,2019-05-03,Y,K
1312,3,33,3,0,20189803,막다른 골목의 추억,2019-04-04,35500,10.0,-12000,-25.3,26898740,6,-4,-40.0,3289,3,3,2019-05-03,Y,K
1313,4,34,4,0,20183345,한강에게,2019-04-04,30000,8.5,14000,87.5,18280960,5,3,150.0,2582,2,2,2019-05-03,Y,K
1314,5,35,4,0,20182325,타인은 지옥이다,2019-04-11,10000,2.8,6000,150.0,444000,5,3,150.0,109,2,3,2019-05-03,Y,K
1315,6,36,0,1,20176006,국경의 왕,2019-02-28,40000,11.3,40000,100.0,12468900,5,5,100.0,1827,1,1,2019-05-03,Y,K
1316,7,37,7,0,20183374,파도치는 땅,2019-04-04,35000,9.9,28000,400.0,6695300,5,4,400.0,882,1,1,2019-05-03,Y,K
1317,8,38,0,1,20183364,내가 사는 세상,2019-03-07,14000,4.0,14000,100.0,10327550,2,2,100.0,1519,1,2,2019-05-03,Y,K
1318,9,39,0,0,20196653,유정 - 스며들다,2019-04-24,6000,1.7,0,0.0,82000,2,0,0.0,29,2,2,2019-05-03,Y,K
1319,10,40,-2,0,20174008,인어전설,2018-11-15,4000,1.1,-2000,-33.3,8836750,2,-1,-33.3,1160,1,2,2019-05-03,Y,K
